"","name_textgrid_file","label","start_time","end_time","duration","previousLabel","followingLabel","mean_F0(Hz)","min_F0(Hz)","max_F0(Hz)","std_dev_F0(Hz)","mean_F1(Hz)","min_F1(Hz)","max_F1(Hz)","std_dev_F1(Hz)","mean_F2(Hz)","min_F2(Hz)","max_F2(Hz)","std_dev_F2(Hz)","mean_HNR(dB)","min_HNR(dB)","max_HNR(dB)","std_dev_HNR(dB)","syll","previous_syll","next_syll","word","previous_word","next_word","pos_dismo","previous_pos_dismo","next_pos-dismo","speaker","previous_speaker","next_speaker","genre","formality","nb_of_speakers","situation_type","interaction","preparation","media","professionalism","naturality","year_of_recording","speaker_gender","speaker_nationality","pos_dismo_large"
"1","aca_2.TextGrid","a",74.8086,74.8472,0.0386000000000024,"d","j","122.30402015212518","118.58520603101763","125.41111843877255","2.522382146591228",486.806986682659,"446.24575513360725",504.977243034046,18.4581517536194,1774.98044992488,1716.94290876877,1869.22126083884,50.9024797693856,"9.718859860244965",7.70345898415476,11.9942023898482,"1.7605269140082547","da","RE","j9R","ailleurs","d'","récemment","ADV","PRP","ADV","L1","--undefined--","--undefined--","academic_speech","formal",1,"monologue","non_interactive","prepared","semi_media","professional","natural","2006","M","BE","Adv"
"2","aca_2.TextGrid","k",95.3543,95.4043,0.0500000000000114,"o~","E","125.11787576160073","115.78554972858021","132.66441119471938","6.52324258710853",431.032673101459,"335.874933780337",611.105208307617,96.0548819327312,1478.52575377572,1067.84403871847,1830.30820755287,300.056780221015,"2.4292577064109686",-200.000178475757,4.79320553464232,"2.9176246613038708","kE","do~","tR@","donc","semble","être","CON:coo","VER:pres","VER:inf","L1","--undefined--","--undefined--","academic_speech","formal",1,"monologue","non_interactive","prepared","semi_media","professional","natural","2006","M","BE","Adv"
"3","aca_2.TextGrid","k",149.6049,149.6549,0.0500000000000114,"o~","y","156.94489168149724","141.0345607956927","176.98987172335478","13.296818656000049",443.498914462191,"332.380424639607",531.042837841917,65.6615301863131,1239.21504032783,606.192347260722,1614.98486274227,327.263841919389,"5.213684688274823",-200.021264853913,35.5981779516156,"4.2381360340376935","kyn","do~","Re","donc","suppose","une","CON:coo","VER:impe","DET:ind","L1","--undefined--","--undefined--","academic_speech","formal",1,"monologue","non_interactive","prepared","semi_media","professional","natural","2006","M","BE","Adv"
"4","aca_2.TextGrid","a",222.7541,222.8055,0.051400000000001,"w","b","218.99032537579458","205.2382252003544","230.9120649379555","6.908660406573963",510.234458100258,"443.2873584266483",536.024132381318,31.6548389818404,1014.95573255235,939.33584393305,1073.62389296958,47.9813853250525,"15.17775584633373",6.35208484055466,20.9932459413539,"5.650876062974084","fwa","tut","bo","toutefois","seraient","beaucoup","ADV","VER:cond","ADV:deg","L1","--undefined--","--undefined--","academic_speech","formal",1,"monologue","non_interactive","prepared","semi_media","professional","natural","2006","M","BE","Adv"
"5","aca_2.TextGrid","a",284.0325,284.1181,0.0855999999999995,"l","l","129.0349406067657","127.38458966249627","135.95592700968305","2.2719357928962447",553.151474051289,"395.7797078070991",616.523896994523,60.5213343885756,1662.37099597718,1540.56650305258,1751.57948652202,56.6323839195927,"7.763837034575779",-0.605748313980298,13.7509483920826,"5.252356706089694","la","ti","lOR","alors","il","_","ADV","PRO:per:sjt","_","L1","--undefined--","--undefined--","academic_speech","formal",1,"monologue","non_interactive","prepared","semi_media","professional","natural","2006","M","BE","Adv"
"6","aca_3.TextGrid","a",150.8492,150.9192,0.0699999999999932,"d","j","129.0849191972424","119.02771456011479","141.79766076880773","4.967505200142028",511.321294324672,"405.9161387186189",551.01412033603,42.4733785507842,1805.75749496807,1679.73366364866,2079.22130639009,132.409604627114,"6.024823864299882",1.75677081683323,9.72671480689124,"2.3147324229770367","da","ja","j9R","ailleurs","d'","_","ADV","PRP","_","L1","--undefined--","--undefined--","academic_speech","formal",1,"monologue","non_interactive","prepared","semi_media","professional","natural","2006","M","BE","Adv"
"7","aca_3.TextGrid","k",156.5864,156.8632,0.276800000000009,"o~","_","108.60398234106461","107.24401863796459","110.28991680361933","1.0689726191720783",650.04685018346,"201.64925648253072",1967.29432205365,374.418883872075,1752.15474970525,601.706783069557,2535.76142089072,420.150265643033,"-0.40999283503059336",-224.797632845181,24.4587476253763,"2.7589718026316024","do~k","so~","_","donc","connaissons","_","CON:coo","VER:pres","_","L1","--undefined--","--undefined--","academic_speech","formal",1,"monologue","non_interactive","prepared","semi_media","professional","natural","2006","M","BE","Adv"
"8","cnf_1.TextGrid","a",0.5124,0.5624,0.05,"w","l","239.32395027402006","237.85940647937173","244.96665867030012","2.0001801550893346",641.109346988576,"547.4737459064398",688.36928598186,43.4763884464926,1755.68864792324,1380.41722074376,1962.51266830253,192.103159447008,"12.548414147773286",8.03781515620904,15.4236093966639,"2.7819878608300903","vwa","_","la","voilà","_","donc","ADV","_","CON:coo","L1","--undefined--","--undefined--","scientific_conference","formal",1,"monologue","non_interactive","semi_prepared","non_media","professional","natural","2009","F","BE","Adv"
"9","cnf_1.TextGrid","a",0.6321,0.7524,0.1203,"l","d","195.532350159532","187.10888923068305","222.2473750606929","10.125353094723913",664.083148058294,"338.4991966394041",828.978190655751,136.342504470003,2006.52417494777,1915.71220519404,2099.14276888885,34.0178384531565,"5.848043406555204",0.429038598967665,10.2831736188434,"2.7517836718393838","la","vwa","do~k","voilà","_","donc","ADV","_","CON:coo","L1","--undefined--","--undefined--","scientific_conference","formal",1,"monologue","non_interactive","semi_prepared","non_media","professional","natural","2009","F","BE","Adv"
"10","cnf_1.TextGrid","k",0.9111,0.9524,0.0413,"o~","v","212.95340768538327","205.81586574047023","220.89953241466222","5.231665146964223",321.430247481528,"236.8119400039751",431.678521263425,59.9594159742458,2141.76862135245,1798.7105108168,2437.48480135444,240.107372890355,"12.21697958340335",-0.330489427766464,22.6594342678379,"9.687219276781091","do~k","la","vu","donc","voilà","vous","CON:coo","ADV","PRO:per:sjt","L1","--undefined--","--undefined--","scientific_conference","formal",1,"monologue","non_interactive","semi_prepared","non_media","professional","natural","2009","F","BE","Adv"
"11","cnf_1.TextGrid","k",8.7447,8.8062,0.0615000000000005,"o~","o~","291.29096130631206","267.37423242822996","294.26880265195416","6.102073974408779",571.059785287165,"351.2234374358372",1351.24162916863,283.675906388514,1551.5725854294,1338.27838708645,2014.91206538361,195.131239979495,"3.827309508025988",-2.28586295797695,11.0234463836444,"4.671415603509687","do~k","e","o~","donc","et","on","CON:coo","CON:coo","PRO:per:sjt","L1","--undefined--","--undefined--","scientific_conference","formal",1,"monologue","non_interactive","semi_prepared","non_media","professional","natural","2009","F","BE","Adv"
"12","cnf_1.TextGrid","k",27.4427,27.4852,0.0425000000000004,"o~","s","205.9658908830243","204.15914403472692","209.58769118588694","1.9268503802106247",633.146164506536,"--undefined--",1952.09692502119,744.640976652233,1932.53831497753,1397.63958744014,2981.5243117811,600.328631713003,"11.765044273281232",6.8141587202739,17.478444744506,"5.311945529084355","do~k","bal","sa","donc","globale","ça","CON:coo","ADJ","PRO:dem","L1","--undefined--","--undefined--","scientific_conference","formal",1,"monologue","non_interactive","semi_prepared","non_media","professional","natural","2009","F","BE","Adv"
"13","cnf_1.TextGrid","k",37.6809,37.754,0.0730999999999966,"o~","o~","233.60431445437604","223.62957345347994","245.5440744270225","7.620617203713844",427.929224223045,"256.32793684500444",595.04057292474,116.082078291297,1472.75485063831,1226.26738401839,1640.733383047,105.856969549198,"4.585570897610406",-200.022333573351,34.4852689338344,"3.531510857592225","ko~","do~","dOn","donc","paramètres","on","CON:coo","NOM:com","PRO:per:sjt","L1","--undefined--","--undefined--","scientific_conference","formal",1,"monologue","non_interactive","semi_prepared","non_media","professional","natural","2009","F","BE","Adv"
"14","cnf_1.TextGrid","a",43.762,43.8389,0.076900000000002,"_","l","234.913549084645","230.7270312180684","235.86299681536056","1.1423624707558728",841.997237638839,"557.7076554077363",973.969264078226,117.903769558052,2020.13315688682,1853.65852100013,2145.27964471928,124.973128017362,"4.714260796293743",-6.13409375245506,13.104354430524,"5.825761103728084","a","_","lOR","alors","_","_","ADV","_","_","L1","--undefined--","--undefined--","scientific_conference","formal",1,"monologue","non_interactive","semi_prepared","non_media","professional","natural","2009","F","BE","Adv"
"15","cnf_1.TextGrid","k",57.9845,58.0345,0.0500000000000043,"o~","e","220.63476002791262","197.76461099356445","232.23380342127652","13.223748948378368",429.958454846181,"107.84759829727702",1395.27413501316,393.798497141025,1825.923022154,1574.40578233827,2590.74222080274,317.23459803191,"5.024564484711849",1.66788266802831,12.036845151601,"4.168443170315757","ke","do~","vi","donc","_","évidemment","CON:coo","_","ADV","L1","--undefined--","--undefined--","scientific_conference","formal",1,"monologue","non_interactive","semi_prepared","non_media","professional","natural","2009","F","BE","Adv"
"16","cnf_1.TextGrid","a",94.6648,94.7419,0.0771000000000015,"*","l","235.45516363992837","214.4118380368911","248.68789043464042","13.800667449905223",864.301564193412,"535.4288527762411",989.383380959401,122.734203354705,2039.58343316531,1813.40661378702,2192.64778311044,134.028918729332,"5.928607849381378",-4.75335577657975,12.945562312649,"5.74450981514948","a","_","lOR","alors","_","_","ADV","_","_","L1","--undefined--","--undefined--","scientific_conference","formal",1,"monologue","non_interactive","semi_prepared","non_media","professional","natural","2009","F","BE","Adv"
"17","cnf_1.TextGrid","k",106.3581,106.3881,0.0300000000000011,"o~","k","188.4727338505513","185.34226874257502","191.69745337054025","2.3498618142227703",779.445331329483,"452.35297166977966",1357.62770989635,330.657603530056,2059.0090626094,1473.41175015489,2652.59852968499,404.606856575358,"6.8960221743549015",5.51591842832232,8.45514157755816,"1.3785443007015705","do~k","sta~s","kOm","donc","substance","comme","CON:coo","NOM:com","PRP","L1","--undefined--","--undefined--","scientific_conference","formal",1,"monologue","non_interactive","semi_prepared","non_media","professional","natural","2009","F","BE","Adv"
"18","cnf_1.TextGrid","k",118.7109,118.7609,0.0500000000000114,"R","@","248.01532317793323","247.89732807302133","248.49436671284448","0.14963719993132896",1019.38774429886,"240.40974626225605",1827.86983462524,573.673806349488,1985.95463592119,1932.12863550441,2052.3649157441,39.7905287399397,"4.367375238015749",-200,6.03969267144075,"2.360677895663444","k@","diR","o~","que","dire","on","CON:sub","VER:inf","PRO:per:sjt","L1","--undefined--","--undefined--","scientific_conference","formal",1,"monologue","non_interactive","semi_prepared","non_media","professional","natural","2009","F","BE","SC"
"19","cnf_1.TextGrid","k",177.5564,177.6135,0.0570999999999913,"o~","s","187.67070958871236","183.44315008825365","192.32493212689704","3.196851366092325",1381.1922731065,"189.78125998374955",1862.49579613399,477.58236839003,1983.87934335767,1499.95495149974,2888.88033525053,388.889164814877,"5.836626508883031",2.03142532158832,9.6438693897827,"3.183432092558306","do~k","bik","sa","donc","syllabique","ça","CON:coo","ADJ","PRO:dem","L1","--undefined--","--undefined--","scientific_conference","formal",1,"monologue","non_interactive","semi_prepared","non_media","professional","natural","2009","F","BE","Adv"
"20","cnf_1.TextGrid","a",183.6697,183.7662,0.0964999999999918,"_","l","206.80149872457156","199.89517146512873","211.2095634102477","4.086056507579154",954.065533768269,"516.2262736811475",1548.48156361145,311.792955297183,1963.79592575638,1793.65990800764,2087.88571464205,100.441226497696,"3.696598041504753",-5.41650500365193,8.54429986508501,"4.4132175607900725","a","_","lOR","alors","_","_","ADV","_","_","L1","--undefined--","--undefined--","scientific_conference","formal",1,"monologue","non_interactive","semi_prepared","non_media","professional","natural","2009","F","BE","Adv"
"21","cnf_1.TextGrid","k",192.6148,192.6979,0.0831000000000017,"o~","l","259.02240394826094","257.2067729670173","260.02222305277974","0.6313483867835807",759.50585818486,"90.13985680937543",2001.36164129827,703.486012692503,2167.17704620553,955.007059629137,3261.45996747879,670.439221410297,"4.260424228378865",0.786134592552595,11.377978573421,"3.4562778438402058","kle","do~","_","donc","donne","les","CON:coo","VER:pres","DET:def","L1","--undefined--","--undefined--","scientific_conference","formal",1,"monologue","non_interactive","semi_prepared","non_media","professional","natural","2009","F","BE","Adv"
"22","cnf_1.TextGrid","k",206.8181,206.8781,0.0600000000000023,"o~","a~","231.32267120299144","224.89225336775914","243.73075462295142","5.291722352883288",542.347078769222,"317.1850403063447",771.221795538348,136.545856639009,1212.10733235329,905.54560741519,1493.22469270564,174.326925790332,"1.9409002635267376",-200.012218627895,32.6985358645292,"4.901847374641132","ka~","do~","fET","donc","et","en","CON:coo","CON:coo","PRP","L1","--undefined--","--undefined--","scientific_conference","formal",1,"monologue","non_interactive","semi_prepared","non_media","professional","natural","2009","F","BE","Adv"
"23","cnf_2.TextGrid","a",73.8255,73.8905,0.0649999999999977,"*","l","171.68846151079262","170.00503055562336","174.38343621210376","1.4897084332314703",623.076684520053,"385.15581853074997",764.98549045585,114.29527345412,1497.88274732886,1418.42181870135,1535.62250173541,42.633649938541,"1.4664153547587284",-200,25.565805578684,"1.4210788670652288","a","_","lO","alors","_","il","ADV","_","PRO:per:sjt","L1","--undefined--","--undefined--","scientific_conference","formal",1,"monologue","non_interactive","semi_prepared","non_media","professional","natural","2009","M","CH","Adv"
"24","conv-f_1_loc1.TextGrid","k",0.525,0.555,0.03,"o~","m","205.7713009350922","201.59644649845865","209.33838763438783","2.4518792167824524",336.197473948045,"77.73242074803716",443.210130443213,134.484988793774,1547.3515467324,1250.4127179234,1806.89799815136,207.888969188519,"16.76383734159146",16.2399013204201,19.2333284362001,"0.7950157591508556","do~k","2","mwa","donc","euh","moi","CON:coo","ITJ","PRO:per:ton","L1","--undefined--","L1+L2","formal_interaction","formal",2,"dialogue","interactive","non_prepared","non_media","professional","natural","2008","F","BE","Adv"
"25","conv-f_1_loc1.TextGrid","k",4.5532,4.6176,0.0644,"o~","2","115.33232879289257","101.08693668679784","120.56664326510182","5.919581499411761",804.842588204236,"159.14666717885385",1619.36901880472,475.044027715071,1706.5901214863,1297.33363729813,2906.56625997561,530.072340276345,"2.594441935708441",-9.6929525434202,15.6927254916491,"8.101404031605641","do~k","vje","2","donc","janvier","euh","CON:coo","NOM:com","ITJ","L1","--undefined--","L1+L2","formal_interaction","formal",2,"dialogue","interactive","non_prepared","non_media","professional","natural","2008","F","BE","Adv"
"26","conv-f_1_loc1.TextGrid","k",8.4962,8.5705,0.0742999999999991,"o~","2","189.77257428311142","189.34047049416196","190.22422925548656","0.325293770509604",786.912971255766,"355.3415418567175",1123.74335146818,239.992649453729,1650.56859995734,1262.97964339999,2041.2427879787,215.655089513656,"10.794473276741448",4.82464535887642,15.2438123186394,"3.650860384021774","do~k","SERS","2","donc","recherche","euh","CON:coo","NOM:com","ITJ","L1","--undefined--","L1+L2","formal_interaction","formal",2,"dialogue","interactive","non_prepared","non_media","professional","natural","2008","F","BE","Adv"
"27","conv-f_1_loc1.TextGrid","k",10.8748,10.9206,0.0457999999999998,"o~","d","202.62039873791687","202.4246354912886","205.09458180251013","0.4766885144372008",306.701156791332,"150.82107042550692",403.805231405749,83.4941076397078,1652.98917783003,1467.26663275069,1878.99696000027,115.828938485827,"8.267613556200416",-2.80120226689974,18.1192159579029,"9.01798078295971","do~k","2","d@","donc","euh","depuis","CON:coo","ITJ","PRP","L1","--undefined--","L1+L2","formal_interaction","formal",2,"dialogue","interactive","non_prepared","non_media","professional","natural","2008","F","BE","Adv"
"28","conv-f_1_loc1.TextGrid","k",19.1266,19.2066,0.0800000000000018,"o~","2","202.7848349075742","201.0308825128736","208.22244005244553","2.479936337404551",697.880438354236,"261.18046871066485",1473.09841056564,344.00708992882,1633.57564960661,1279.80513366421,2446.99031975893,418.240808058042,"6.885651051290817",-1.31207496617418,17.4808434971789,"5.815894789027849","do~k","_","2","donc","_","euh","CON:coo","_","ITJ","L1","--undefined--","L1+L2","formal_interaction","formal",2,"dialogue","interactive","non_prepared","non_media","professional","natural","2008","F","BE","Adv"
"29","conv-f_1_loc1.TextGrid","k",99.1425,99.1837,0.0412000000000034,"o~","a~","194.63267805374625","192.45129542584368","196.45208219924257","1.6311609276073025",544.936219195208,"133.53373193810165",835.543418969816,236.73027298601,1274.33665847517,959.913156891801,1665.66538154867,337.716672736946,"3.3670980736528136",-1.73240543348297,11.5779279293896,"6.012383637965149","do~k","e~","a~tR","donc","hein","entre","CON:coo","ITJ","PRP","L1","gap","L2+L1","formal_interaction","formal",2,"dialogue","interactive","non_prepared","non_media","professional","natural","2008","F","BE","Adv"
"30","conv-f_1_loc1.TextGrid","k",111.4749,111.5349,0.0599999999999881,"o~","2","189.22083718349634","187.4889342571164","193.01332541847182","1.9935635944756078",848.16502759046,"--undefined--",1668.07149191478,519.430591931029,1647.34136750691,1198.2541395228,2741.64969608882,550.211491402545,"3.489172946204571",-0.632110075847507,9.13588544226066,"3.6013594415559744","do~k","e","2","donc","et","euh","CON:coo","CON:coo","ITJ","L1","L2+L1","L2+L1","formal_interaction","formal",2,"dialogue","interactive","non_prepared","non_media","professional","natural","2008","F","BE","Adv"
"31","conv-f_1_loc1.TextGrid","k",125.7476,125.8172,0.0695999999999941,"o~","2","207.73322079802514","205.10929982147073","213.2411487232617","2.349470166668934",297.700172415733,"228.88905131039263",403.289047594133,48.3452583657063,1757.09645660897,1495.33063999087,2094.34298657376,220.416791004424,"10.78300492288704",3.72038040824448,16.8178414478216,"4.1236227166228865","do~k","pa","2","donc","pas","euh","CON:coo","ADV:neg","ITJ","L2+L1","L1","L1","formal_interaction","formal",2,"dialogue","interactive","non_prepared","non_media","professional","natural","2008","F","BE","Adv"
"32","conv-f_1_loc1.TextGrid","k",172.9443,172.9743,0.0300000000000011,"o~","v","170.9863829498321","168.88088383854685","172.5044810142657","1.3127875807971439",526.538569165707,"489.7355560991506",572.908804293508,31.1244709309474,1998.5849364196,1754.74193796019,2528.57312249091,316.744042278217,"15.285487168738632",13.5465387050497,16.9969498918593,"1.7253697977436995","do~k","e","vwa","donc","et","voilà","CON:coo","CON:coo","VER:pres:entatif","L1","gap","gap","formal_interaction","formal",2,"dialogue","interactive","non_prepared","non_media","professional","natural","2008","F","BE","Adv"
"33","conv-f_1_loc1.TextGrid","k",173.5398,173.606,0.0661999999999807,"o~","2","191.8820912540799","185.0798061632444","211.2335119754425","5.92621318753601",533.069568738655,"--undefined--",1732.89096014199,479.750683165416,1713.05035339637,1474.74197229156,2723.59201165717,342.401055673432,"5.819493125132361",1.69383671707899,10.1981092039948,"3.5183561315118212","do~k","la","2","donc","voilà","euh","CON:coo","VER:pres:entatif","ITJ","L1","gap","gap","formal_interaction","formal",2,"dialogue","interactive","non_prepared","non_media","professional","natural","2008","F","BE","Adv"
"34","conv-f_1_loc1.TextGrid","k",186.7628,186.8634,0.100600000000014,"o~","2","95.48708774523551","95.06640577692482","95.60747102950221","0.17918774571270235",768.654029062178,"51.612763235279985",1576.6328936255,455.589427824217,1788.83014622345,1194.91395465409,2792.4021199552,545.129363111145,"5.2919693677215545",-6.40283187094643,17.509184404537,"7.136592195105487","do~k","_","2","donc","_","euh","CON:coo","_","ITJ","L1","L1+L2","gap","formal_interaction","formal",2,"dialogue","interactive","non_prepared","non_media","professional","natural","2008","F","BE","Adv"
"35","conv-f_1_loc1.TextGrid","k",248.1847,248.2423,0.0576000000000079,"o~","2","191.013826352509","186.55934726892468","197.12818335266766","2.5926956716129896",908.239065322768,"79.70171747810336",1384.72982603586,554.797579355124,2042.81971483547,1155.0670588359,2497.39443445892,514.819157383791,"6.7112066173433815",1.12022733709176,12.2043428306955,"3.957618022225212","do~k","Ze","2","donc","j'ai","euh","CON:coo","VER:pres","ITJ","L1","L2+L1","gap","formal_interaction","formal",2,"dialogue","interactive","non_prepared","non_media","professional","natural","2008","F","BE","Adv"
"36","conv-f_1_loc1.TextGrid","k",253.9474,253.9917,0.0443000000000211,"e~","w","105.34321174497173","102.98703777871714","108.43836873143584","1.6516483274096907",565.790593020771,"497.113517368274",627.717118708933,49.986532141809,1597.60177776955,1436.01624807481,1716.09193521888,82.8763493510314,"0.06066619523474448",-7.02420794040428,5.97074036066206,"5.289072426017767","kwa","vje~","mE","quoi","vient","mais","ITJ","VER:pres","CON:coo","L1","L1+L2","gap","formal_interaction","formal",2,"dialogue","interactive","non_prepared","non_media","professional","natural","2008","F","BE","Ij"
"37","conv-f_1_loc1.TextGrid","a",254.0558,254.1203,0.0644999999999811,"w","m","95.24278986896005","93.30112463767964","96.62523246140877","1.1809838354128348",582.621544461153,"313.3335474101959",1305.83980160095,256.515632675299,1327.23187366683,990.098805150381,2499.96274735583,429.185866511515,"3.4671485849850354",-3.22698983068468,18.3267814969367,"7.599245859634654","kwa","vje~","mE","quoi","vient","mais","ITJ","VER:pres","CON:coo","L1","L1+L2","gap","formal_interaction","formal",2,"dialogue","interactive","non_prepared","non_media","professional","natural","2008","F","BE","Ij"
"38","conv-f_1_loc1.TextGrid","a",278.4564,278.5664,0.110000000000014,"u","l","171.41986757341544","167.85195320257745","178.57205492780625","3.2065976697051983",625.689732656004,"444.6924209218439",691.172189505378,79.9880792483359,1808.71752392807,1473.13839467117,2038.56577154357,149.777339566755,"10.823375684030307",8.61872903180018,13.051599009692,"1.5892418535746486","a","u","lOR","alors","ou","ben","ADV","CON:coo","ADV","L1","gap","L2","formal_interaction","formal",2,"dialogue","interactive","non_prepared","non_media","professional","natural","2008","F","BE","Adv"
"39","conv-f_1_loc1.TextGrid","k",287.6397,287.7097,0.0699999999999932,"o~","@","206.0609994399828","195.16214332005953","224.50622459905614","9.20185803954244",563.663564962006,"251.44639357133983",1273.00728802131,331.294945493591,1435.73353516465,1083.86872247835,2501.43460528891,390.968490955882,"5.057513125334547",-4.22479695654674,16.1867369017439,"7.136073671650385","k@","do~","la~","donc","_","l'em","CON:coo","_","DET:def","L1","gap","L2+L1","formal_interaction","formal",2,"dialogue","interactive","non_prepared","non_media","professional","natural","2008","F","BE","Adv"
"40","conv-f_1_loc1.TextGrid","k",291.6114,291.6514,0.0400000000000205,"o~","2","93.56426876823969","90.89070927350568","95.57788497450053","1.583050951114234",650.553315606311,"40.465066131063224",1749.01331579479,654.630105890785,1729.3801310731,1433.9517171621,2272.62158357815,332.081738639812,"4.324732333761997",1.76228327492695,8.23177971849078,"2.827960174204108","do~k","dRwa","2","donc","droit","euh","CON:coo","ADJ","ITJ","L1","gap","L2+L1","formal_interaction","formal",2,"dialogue","interactive","non_prepared","non_media","professional","natural","2008","F","BE","Adv"
"41","conv-f_1_loc1.TextGrid","k",293.9301,293.9601,0.0300000000000296,"o~","v","187.42558441691384","186.87693372504867","188.18458375430274","0.31146454992321576",185.903117908415,"108.92763683224648",232.990785814024,45.8037584240048,654.8464117188,604.868938067986,696.457763197815,37.924173069109,"20.48586427363484",19.902492147297,21.3285941737267,"0.746988313438042","do~k","_","vwa","donc","_","voilà","CON:coo","_","VER:pres:entatif","L1","gap","L2+L1","formal_interaction","formal",2,"dialogue","interactive","non_prepared","non_media","professional","natural","2008","F","BE","Adv"
"42","conv-f_1_loc1.TextGrid","a",295.3537,295.4324,0.0786999999999694,"u","l","182.0083983365173","175.3907426769036","192.71272975118214","4.961433265996377",542.543315906152,"416.6304049122404",669.355858217561,74.832902102784,1611.52125719632,1129.4214409295,1819.19171517998,231.19790266772,"11.391923576818",7.99824583776825,14.0149908728089,"2.174360278079781","a","u","lOR","alors","ou","il","ADV","CON:coo","PRO:per:sjt","L1","L2+L1","L2+L1","formal_interaction","formal",2,"dialogue","interactive","non_prepared","non_media","professional","natural","2008","F","BE","Adv"
"43","conv-f_1_loc1.TextGrid","k",297.9078,297.9748,0.0670000000000073,"o~","2","183.43615421884343","174.63922920880242","188.83431750149842","5.397169099158454",532.00613613504,"114.21783516456694",1345.83120205214,310.568235550637,1557.63402169164,1233.74023346388,2375.36243569227,358.526922402429,"2.865834390315116",-2.19378357499515,9.83519245972343,"3.771871740685291","do~k","ma~d","2","donc","demandes","euh","CON:coo","NOM:com","ITJ","L1","L2+L1","L2+L1","formal_interaction","formal",2,"dialogue","interactive","non_prepared","non_media","professional","natural","2008","F","BE","Adv"
"44","conv-f_1_loc2.TextGrid","a",128.5591,128.5891,0.0300000000000011,"p","R","172.52309922692652","164.44116863438768","193.96418175009373","8.746789162018587",479.419345360767,"433.7954238932025",495.914549517839,17.9598777946665,1736.29320928647,1663.1706472213,1809.61119838636,47.3013013974094,"6.2738174732144",3.78949807527618,10.0196194358274,"3.026010442437384","paRs","tit","k@","parce","instit","que","CON:sub","NOM:com","PRO:per:sjt","L2","gap","L1+L2","formal_interaction","formal",2,"dialogue","interactive","non_prepared","non_media","professional","natural","2008","F","BE","SC"
"45","conv-f_1_loc2.TextGrid","k",128.6691,128.7291,0.0600000000000023,"s","@","--undefined--","--undefined--","--undefined--","--undefined--",906.594637633612,"135.87337408980787",1515.46805467305,430.229768712687,1953.23843342915,1552.06770099914,2492.46961041303,244.208885874885,"7.751180272538439",3.45624598438472,11.6140250495817,"3.358833476159725","k@","paRs","vum","que","parce","vous","CON:sub","NOM:com","PRO:per:sjt","L2","gap","L1+L2","formal_interaction","formal",2,"dialogue","interactive","non_prepared","non_media","professional","natural","2008","F","BE","SC"
"46","conv-f_1_loc2.TextGrid","k",131.9266,131.9754,0.0487999999999999,"o~","*","93.85882696785161","92.35269557382013","96.67820571875419","1.0128067168185269",1153.28762625998,"279.3769142640555",1689.93520172544,387.369743060089,2103.19042209501,1951.87212659607,2255.68759076465,99.2860876974882,"12.96988191089328",10.8968806683676,15.451824537238,"1.7251802824098657","do~k","ne","_","donc","année","_","CON:coo","NOM:com","_","L2","gap","L1+L2","formal_interaction","formal",2,"dialogue","interactive","non_prepared","non_media","professional","natural","2008","F","BE","Adv"
"47","conv-f_1_loc2.TextGrid","a",134.8635,134.8935,0.0300000000000011,"p","R","190.72858869597732","190.71453086920997","190.77223841616473","0.014574834603373743",764.198711662333,"--undefined--",1846.67323009291,890.962703933624,2381.44242582218,1674.93961687841,3470.36774496244,797.65545521757,"4.297843011154423",2.1848101682884,7.52078244641755,"2.835854284184155","paRs","mjER","k@","parce","première","que","CON:sub","NUM:ord:adj","PRO:per:sjt","L2","gap","L1+L2","formal_interaction","formal",2,"dialogue","interactive","non_prepared","non_media","professional","natural","2008","F","BE","SC"
"48","conv-f_1_loc2.TextGrid","k",134.9735,135.0035,0.0300000000000011,"s","@","192.44497252376416","192.360386950588","192.5623903653544","0.07630160470934602",1223.02597821712,"957.3423048109512",1490.62749404779,101.126364737825,2178.61843259742,1961.81440139314,2531.76924330546,186.42195710194,"8.368847552414767",4.56515576966925,11.5607024211818,"3.085222693072587","k@","paRs","vu","que","parce","vous","CON:sub","NUM:ord:adj","PRO:per:sjt","L2","gap","L1+L2","formal_interaction","formal",2,"dialogue","interactive","non_prepared","non_media","professional","natural","2008","F","BE","SC"
"49","conv-f_1_loc2.TextGrid","k",135.3735,135.4535,0.0799999999999841,"e","a~","185.4705108328957","175.9882614769418","192.97244822514003","5.3245770363601315",580.358679894459,"--undefined--",1708.51695493156,414.436506377827,1644.91799089917,1440.72935489424,1910.94984770677,127.146324686667,"4.919225245585488",-4.0962763070647,11.3696625393835,"4.994614384230211","ka~","ve","mEm","quand","avez","même","CON:sub","VER:pres","ADV","L2","gap","L1+L2","formal_interaction","formal",2,"dialogue","interactive","non_prepared","non_media","professional","natural","2008","F","BE","SC"
"50","conv-f_1_loc2.TextGrid","a",227.8912,228.0023,0.111099999999993,"m","l","194.8457498201336","178.0136820762536","204.88676740789143","4.894223253286366",556.922154231728,"65.30916280361541",840.736435265986,228.46912903815,1787.15445188646,1560.08940131828,1920.85241844374,109.331475982895,"13.001167937201034",3.17995771101523,19.9634054910539,"5.646812497165437","a","2m","lOR","alors","euh","vous","ADV","ITJ","PRO:per:sjt","L2","L2+L1","gap","formal_interaction","formal",2,"dialogue","interactive","non_prepared","non_media","professional","natural","2008","F","BE","Adv"
