"","name_textgrid_file","label","start_time","end_time","duration","previousLabel","followingLabel","mean_F0(Hz)","min_F0(Hz)","max_F0(Hz)","std_dev_F0(Hz)","mean_F1(Hz)","min_F1(Hz)","max_F1(Hz)","std_dev_F1(Hz)","mean_F2(Hz)","min_F2(Hz)","max_F2(Hz)","std_dev_F2(Hz)","mean_HNR(dB)","min_HNR(dB)","max_HNR(dB)","std_dev_HNR(dB)","syll","previous_syll","next_syll","word","previous_word","next_word","pos_dismo","previous_pos_dismo","next_pos-dismo","speaker","previous_speaker","next_speaker","genre","formality","nb_of_speakers","situation_type","interaction","preparation","media","professionalism","naturality","year_of_recording","speaker_gender","speaker_nationality","pos_dismo_large"
"153","conv-i_3_loc4.TextGrid","a",214.5842,214.7313,0.147099999999995,"w","f","235.31570444420674","194.0970074733743","295.2308062717525","42.63848937469028",663.361924447632,"341.5566571256068",864.237829464953,148.936851434058,1517.25593317442,1222.93772888484,1645.18702241368,83.7672801017517,"3.2506996554743774",-1.56668746380215,5.9511525111761,"2.1511144309467833","kwa","sjo~","f9~","quoi","positions","enfin","ITJ","NOM:com","ADV","L4+L2","L5+L4+L2","--undefined--","informal_interaction","informal",6,"multilogue","interactive","non_prepared","non_media","private","natural","--undefined--","F","BE","Ij"
"154","conv-i_3_loc5.TextGrid","k",116.9125,116.9699,0.0574000000000012,"o~","Z","115.5333128628187","111.91199648889231","118.87218046386586","2.4665851112670087",523.82664884015,"478.89153082128064",619.856211198315,51.3347510845551,1157.40281384669,1035.93598493649,1302.47250404931,92.8579942807234,"3.057138566137296",-0.101401984428125,5.6281774305241,"1.9871671759312086","do~k","_","Z@l","donc","_","je","CON:coo","_","PRO:per:sjt","L5","gap","gap","informal_interaction","informal",6,"multilogue","interactive","non_prepared","non_media","private","natural","--undefined--","F","BE","Adv"
"155","conv-i_3_loc5.TextGrid","a",193.7839,193.834,0.0501000000000147,"a","l","203.8338642076413","197.9331652224324","209.3446252711317","3.6288104495997504",723.031494363843,"626.7116227192984",812.982996586146,65.6736553723426,1509.30571183023,1360.89275098084,1590.16624943814,73.2331121860598,"4.28658944604254",0.374738450163179,8.73974793091815,"3.163611236294033","a","sa","lOR","alors","ça","_","ADV","PRO:dem","_","L5","gap","gap","informal_interaction","informal",6,"multilogue","interactive","non_prepared","non_media","private","natural","--undefined--","F","BE","Adv"
"156","deb_1_L2.TextGrid","a",10.3983,10.4432,0.0448999999999984,"_","l","109.96117868504352","94.92886239311885","115.92187221631352","5.42197259089254",588.087239072325,"442.9936087082514",693.875353483648,92.3792522224525,1314.86547926415,1171.80040388922,1377.1720027813,47.8998172020931,"2.9370312664737988",-0.870334307943361,6.91444626419485,"3.389456736728408","a","_","lO","alors","_","essoufflement","ADV","_","NOM:com","L2","gap","L3+L2","political_debate","formal",4,"multilogue","interactive","semi_prepared","media","professional","natural","2010","M","FR","Adv"
"157","deb_1_L2.TextGrid","k",38.153,38.1806,0.0275999999999996,"o~","n","153.01580615335465","137.15224459067687","174.76207527572925","10.29588051591864",378.873404721082,"14.733540472467666",1165.13460550877,424.101797284004,1486.75683846276,1124.12152592559,2341.93594458132,459.22621998449,"5.855294010328513",-200.000000016148,7.3140081776426,"2.06293335904136","do~k","_","nu","donc","_","nous","CON:coo","_","PRO:per:sjt","L2","gap","L3+L2","political_debate","formal",4,"multilogue","interactive","semi_prepared","media","professional","natural","2010","M","FR","Adv"
"158","deb_1_L2.TextGrid","k",96.2946,96.3717,0.0771000000000015,"o~","l","194.76305630891594","187.88002218421963","201.4908584096903","4.831278873954252",936.952057366335,"296.82306108230756",2090.60722319885,622.708211379386,1532.47275865269,944.807661258103,2125.748544395,413.197891557044,"3.7537261103749273",-200.00766360383,26.2728610656746,"5.5085002699681365","kl@","do~","muv","donc","mobilisés","le","CON:coo","VER:ppas","DET:def","L2","L4+L2","gap","political_debate","formal",4,"multilogue","interactive","semi_prepared","media","professional","natural","2010","M","FR","Adv"
"159","deb_1_L2.TextGrid","a",140.0392,140.0942,0.0550000000000068,"_","l","101.99095258510629","100.17724189700346","108.1235516217353","3.013850287162852",677.774136747791,"527.1535047758234",901.33970436883,88.520075112492,1370.69528222473,1297.42575674095,1828.1015166888,31.5244514682503,"1.990570208050543",0.840160642050464,2.90689868719007,"0.7512759230506783","a","_","lO","alors","_","il","ADV","_","PRO:per:sjt","L2","gap","L3+L2","political_debate","formal",4,"multilogue","interactive","semi_prepared","media","professional","natural","2010","M","FR","Adv"
"160","deb_1_L2.TextGrid","k",154.4988,154.6073,0.108500000000021,"o~","2","148.0141169517238","133.4267064810138","154.65483077215526","5.034148415669978",451.724684154521,"--undefined--",1385.00770174574,356.263942576485,1661.11637417468,1252.76276847209,2232.57851866007,233.66870677067,"4.853608898143841",-0.833436772294453,11.8024953295766,"3.660569035944896","do~k","_","2","donc","_","euh","CON:coo","_","ITJ","L2","L1+L2","L3+L2","political_debate","formal",4,"multilogue","interactive","semi_prepared","media","professional","natural","2010","M","FR","Adv"
"161","deb_1_L2.TextGrid","a",167.5643,167.6693,0.10499999999999,"*","l","134.79817686281456","130.64025223754578","138.13439432019607","2.3144757383561805",731.254297241241,"502.7181588365305",1023.73933428407,104.025245409702,1410.90419613884,1323.04266162457,1902.59310905832,131.93997610843,"8.889240918642109",-0.755915376310622,34.3750586400934,"4.814741492153406","a","_","lOR","alors","_","vous","ADV","_","PRO:per:sjt","L2","L1+L2","L3+L2","political_debate","formal",4,"multilogue","interactive","semi_prepared","media","professional","natural","2010","M","FR","Adv"
"162","deb_1_L2.TextGrid","a",178.4171,178.4767,0.059599999999989,"p","R","187.2608753132262","175.5953212664589","192.9336267471909","5.34346457469676",780.333757910728,"550.3463563035327",927.270521436906,114.694735686198,1237.75826708522,1137.14612120507,1327.40774996271,45.5588993016236,"7.574297204073232",0.641024358523687,15.1772455047619,"5.425892780511096","paR","_","s@","parce","_","que","CON:sub","_","_","L2","L1+L2","L3+L2","political_debate","formal",4,"multilogue","interactive","semi_prepared","media","professional","natural","2010","M","FR","SC"
"163","deb_1_L2.TextGrid","k",178.6567,178.7367,0.0800000000000125,"@","@","184.2202316143294","136.20152116913354","212.52398801005418","29.33236845057661",447.257506227147,"280.6631540222818",709.429927888939,139.558510103041,1454.41005084416,1096.84305838003,1702.91806870422,189.312428287986,"1.6439616411998044",-225.625495453452,5.0039636276175,"2.8339186399671634","k@","s@","_","que","parce","_","CON:sub","_","_","L2","L1+L2","L3+L2","political_debate","formal",4,"multilogue","interactive","semi_prepared","media","professional","natural","2010","M","FR","SC"
"164","deb_1_L2.TextGrid","k",199.6681,199.7284,0.0602999999999838,"o~","a~","216.69616422365146","214.34348800069492","219.84175250846766","1.5438912913932883",565.993848977949,"430.48653704310317",940.353691713398,146.001458189252,1782.77492383688,1020.42089993451,2146.15297885174,382.808718651235,"7.47813889151148",0.452325551064551,14.7729048518701,"5.313662646598752","ka~","do~","fRa~s","donc","fran/","en","CON:coo","0","PRP","L2","L3+L2","L3+L2","political_debate","formal",4,"multilogue","interactive","semi_prepared","media","professional","natural","2010","M","FR","Adv"
"165","deb_1_L3.TextGrid","k",24.8973,24.9637,0.066399999999998,"o~","a~","160.28058781462394","154.5971506356768","168.64232173783526","4.719084144966686",570.635184417058,"195.87109703070277",1065.11391853896,308.225817475847,1366.46540543214,1071.29447788126,1951.06199579442,259.207573714979,"9.728534573313766",-226.216066821664,9.72853457331377,"--undefined--","ka~","sjo~","mEm","quand","impression","même","CON:sub","NOM:com","ADV","L3","L3+L2","gap","political_debate","formal",4,"multilogue","interactive","semi_prepared","media","professional","natural","2010","F","FR","SC"
"166","deb_1_L3.TextGrid","k",137.2013,137.2413,0.039999999999992,"o~","p","146.12831439567807","140.55431374465863","158.19460764535515","4.849736809230821",380.993325099132,"220.4283551961552",623.436548327989,151.366653274927,1556.05637538269,828.42287774873,1917.41431368173,369.68907736799,"6.5732527391659055",-225.810995518252,6.65854133231304,"0.12061628514439399","do~k","i","puR","donc","pays","pourquoi","CON:coo","NOM:com","ADV:int","L3","L2+L3","gap","political_debate","formal",4,"multilogue","interactive","semi_prepared","media","professional","natural","2010","F","FR","Adv"
"167","deb_1_L3.TextGrid","k",212.6975,212.8285,0.131,"o~","o~","256.8055439667788","242.4803129468238","262.5047843905776","5.055168751667825",557.766326162273,"346.62340965653726",1228.25139398813,241.461118002239,1589.89482957864,1170.06386560481,2280.8914784173,363.96904319245,"8.014288550096365",-226.755398374314,32.8567963638526,"5.128513225135239","do~k","gREs","o~","donc","progresse","on","CON:coo","VER:pres","PRO:per:sjt","L3","L3+L2","L2+L3","political_debate","formal",4,"multilogue","interactive","semi_prepared","media","professional","natural","2010","F","FR","Adv"
"168","deb_2_L2.TextGrid","k",21.1453,21.2053,0.0600000000000023,"o~","s","200.9618660675549","179.59441909344014","210.4276222433581","9.097641117290898",516.144675243281,"382.24274645974884",594.919411663257,71.0640656963585,1606.3962673811,1236.66081739734,2145.92534676378,322.553483671751,"8.240597722326738",4.54077576756376,10.7745270267024,"2.2173609430127175","do~k","_","s@","donc","_","ce","CON:coo","_","DET:dem","L2+L1","L1","L2","political_debate","formal",4,"multilogue","interactive","semi_prepared","media","professional","natural","2011","M","FR","Adv"
"169","deb_2_L2.TextGrid","k",142.9708,143.0599,0.089100000000002,"o~","2","109.2048746428059","95.80340309184771","157.1100654066626","18.203644879258974",498.745929384144,"196.25097741247197",1081.39657971473,262.751156118115,1675.12651257127,928.146953855688,2546.08734513367,533.11234424266,"0.7159200258043215",-225.102675701741,2.1784243809078,"1.778793710890428","k2","do~","_","donc","et","euh","CON:coo","CON:coo","ITJ","L2","L3+L2","L3+L2","political_debate","formal",4,"multilogue","interactive","semi_prepared","media","professional","natural","2011","M","FR","Adv"
"170","deb_2_L2.TextGrid","k",186.2922,186.3961,0.103899999999982,"o~","n","233.71840849755344","175.82938565599724","249.58970918213353","19.141562257654698",365.747050656602,"214.75006013708924",631.053896490201,99.6130779763245,1040.00096833123,698.394053974579,2029.50829361354,391.23382801884,"7.258772560437527",-200.000717306605,29.625712924251,"4.922917485084358","do~k","e","nu","donc","et","nous","CON:coo","CON:coo","PRO:per:sjt","L2","L3+L2","L3+L2","political_debate","formal",4,"multilogue","interactive","semi_prepared","media","professional","natural","2011","M","FR","Adv"
"171","deb_2_L2.TextGrid","a",242.2034,242.2584,0.0550000000000068,"_","l","150.32016802349756","145.97483416009112","152.02087251830974","2.1157860604703926",478.02173146329,"386.8111432844543",578.709807979792,54.915890012403,1390.82991324719,1229.86147646067,1619.41975129446,137.845169198479,"4.435228379998884",-200,9.68476259388222,"4.757392091277017","a","_","lOR","alors","_","_","ADV","_","_","L2","gap","L1+L2","political_debate","formal",4,"multilogue","interactive","semi_prepared","media","professional","natural","2011","M","FR","Adv"
"172","deb_2_L2.TextGrid","k",254.7488,254.8051,0.0563000000000215,"R","l","147.83210283704494","146.15908488093245","152.2720408943227","1.2208343589349102",528.241522640129,"375.66720192512236",793.629152388513,161.841117747238,1905.61157024614,1736.41122421617,2208.2806708607,159.290882633467,"0.8101267540040306",-5.16727411073184,5.68170314830866,"3.970794322491694","kle","diR","lEk","que","dire","l'","CON:sub","VER:inf","DET:def","L2","gap","L1+L2","political_debate","formal",4,"multilogue","interactive","semi_prepared","media","professional","natural","2011","M","FR","SC"
"173","deb_2_L3.TextGrid","a",126.1665,126.2115,0.0450000000000017,"_","l","143.69679800626412","114.21610552275662","167.43687274642718","21.402402558533286",473.158325224668,"419.26522709463137",540.154153875174,43.3004909358014,1537.15997003009,1277.50630919697,1725.76565330357,118.492790626802,"2.8699966962390877",-1.06778624517356,8.16130692782318,"3.8575241711467148","a","_","lOR","alors","_","deux","ADV","_","NUM:crd:nom","L3+L2","L2","L3","political_debate","formal",4,"multilogue","interactive","semi_prepared","media","professional","natural","2011","F","FR","Adv"
"174","deb_2_L3.TextGrid","a",193.1568,193.2018,0.0449999999999875,"_","l","127.34974765464997","116.9259822187056","131.69661399778377","5.229323923832497",551.226579981365,"459.15118538846167",626.128595964019,59.6842132107405,1151.91809446081,914.066607815213,1345.85784780055,167.327983556909,"4.991306123497683",-1.41311975979162,9.89507592349389,"4.416072476466261","a","_","lOR","alors","_","d/","ADV","_","0","L3+L2","L2","L3","political_debate","formal",4,"multilogue","interactive","semi_prepared","media","professional","natural","2011","F","FR","Adv"
"175","deb_3_L1.TextGrid","a",8.2325,8.2678,0.0352999999999994,"_","l","122.32019373333756","121.7183767898375","122.69754174432586","0.3230997459822467",537.091377635713,"467.5094894126614",694.789687961935,83.9750700684537,1645.66279907656,1571.78793742204,1736.17966259596,61.4557108434522,"-1.3301019010783097",-3.69720170050388,0.0805681696002276,"2.052803234258574","a","_","lOR","alors","_","t/","ADV","_","0","L1+L2","L2","L2","political_debate","formal",3,"multilogue","interactive","semi_prepared","media","professional","natural","2008","F","FR","Adv"
"176","deb_3_L1.TextGrid","k",318.1622,318.2022,0.0400000000000205,"o~","l","--undefined--","--undefined--","--undefined--","--undefined--",961.765371477155,"385.43420778559636",1259.09043130083,286.207829012851,1804.98873371581,1311.18855900325,2015.21289873908,285.155203845625,"-0.07241174414705642",-4.05984967947131,5.06317464268346,"4.3026188828981855","kl@","do~","R@","donc","_","le","CON:coo","_","DET:def","L1","gap","L2+L1","political_debate","formal",3,"multilogue","interactive","semi_prepared","media","professional","natural","2008","F","FR","Adv"
"177","deb_3_L2.TextGrid","k",89.8842,89.9265,0.0422999999999973,"o~","a~","284.2876987903722","249.0539641452342","297.95314068052573","14.0464280768635",482.733610733713,"225.47377196754866",1092.89644555261,273.469153543873,1418.02326061061,939.75570643457,2380.26089459308,467.77041876434,"2.197698860647326",-200.008313740413,29.4377010744894,"2.5991044645960324","ka~","so~","mEm","quand","sont","même","CON:sub","VER:pres","ADV","L2","L2+L1","gap","political_debate","formal",3,"multilogue","interactive","semi_prepared","media","professional","natural","2008","F","FR","SC"
"178","deb_3_L2.TextGrid","k",96.7934,96.8234,0.0300000000000011,"o~","Z","134.89281677035635","132.8511296641791","138.60404572286603","1.8133753789702545",1127.26179676262,"439.5031421878968",1623.49600830093,479.826418380512,2075.30157779129,1757.0108911762,2717.02628398721,432.843789192678,"1.3962883356552587",-5.26128873758335,5.87270688707639,"5.853120118006355","do~k","Rje","Z@","donc","salariés","je","CON:coo","NOM:com","PRO:per:sjt","L2","L2+L1","gap","political_debate","formal",3,"multilogue","interactive","semi_prepared","media","professional","natural","2008","F","FR","Adv"
"179","deb_3_L2.TextGrid","a",121.9758,122.0258,0.0499999999999972,"p","R","--undefined--","--undefined--","--undefined--","--undefined--",659.616835197503,"510.34992045156963",898.202740736851,81.644006619787,1466.44462074408,1406.75811306627,1667.86030597564,84.9290399331122,"1.6966250509857608",0.796614999191598,2.69923623990119,"0.6959747758373667","paRs","p2","k@","parce","peu","que","CON:sub","ADV:deg","_","L2","gap","gap","political_debate","formal",3,"multilogue","interactive","semi_prepared","media","professional","natural","2008","F","FR","SC"
"180","deb_3_L2.TextGrid","k",122.1789,122.2458,0.066900000000004,"s","@","--undefined--","--undefined--","--undefined--","--undefined--",775.13605499584,"399.30203805934724",1634.37041699993,403.543040661301,1757.98725579582,1467.35394188163,2421.12249176342,270.62486507221,"9.901128776738286",3.14231430490741,14.7462372984191,"4.1445559224338675","k@","paRs","_","que","parce","_","CON:sub","ADV:deg","_","L2","gap","gap","political_debate","formal",3,"multilogue","interactive","semi_prepared","media","professional","natural","2008","F","FR","SC"
"181","deb_3_L2.TextGrid","k",123.6535,123.7123,0.0588000000000051,"o~","m","154.15536986006248","142.79666777218796","167.27534156849208","8.046171361603454",349.139906993636,"321.0993717947875",390.251446618624,21.7493585151752,1124.39080457936,902.722801492327,1418.66591390434,143.637060280526,"8.89414273870755",4.66885176083331,13.698891924304,"3.501242518106726","do~k","ma~","ma","donc","moment","Madame","CON:coo","NOM:com","NOM:com","L2","gap","gap","political_debate","formal",3,"multilogue","interactive","semi_prepared","media","professional","natural","2008","F","FR","Adv"
"182","deb_3_L2.TextGrid","k",136.766,136.856,0.0900000000000034,"a","a~","200.4106943215771","198.19319663642142","202.61671838706673","1.5720610327763007",554.186779869353,"438.45217918860783",659.366608071044,55.1520228061698,1564.09845703699,1303.6231756568,1826.40830730815,97.0803652255486,"0.5911630893374137",-224.769223403499,5.67564172283625,"4.404536136207679","ka~","mwa","mEm","quand","mois","même","CON:sub","NOM:com","ADV","L2","L2+L3","L3+L2","political_debate","formal",3,"multilogue","interactive","semi_prepared","media","professional","natural","2008","F","FR","SC"
"183","deb_3_L2.TextGrid","k",171.3537,171.4295,0.0757999999999868,"o~","_","146.91223544065352","145.1367918555452","147.62556660646905","0.8003390849079356",547.504772519479,"106.8229886242655",864.658140326174,202.669770252951,1348.39527658872,730.090315725663,2579.49845571116,514.638990886107,"-1.4743551549287839",-200.027952635911,28.9309701738308,"3.9089356643319273","do~k","bo~","_","donc","bon","_","CON:coo","ADV","_","L2","L2+L3","L3+L2","political_debate","formal",3,"multilogue","interactive","semi_prepared","media","professional","natural","2008","F","FR","Adv"
"184","deb_3_L2.TextGrid","k",184.6787,184.7687,0.0900000000000034,"o~","l","212.7121922518975","190.8949328452725","224.44049065243073","9.0745155655567",628.762992432343,"316.313769063202",1136.90270854765,278.920022778169,1495.20311936726,1064.99418159295,2115.50941753369,304.809601407897,"2.1645090151607564",-1.95647102318782,5.7158240625169,"2.498930742792209","kl@","do~","gu","donc","années","le","CON:coo","NOM:com","DET:def","L2","L3+L2","L2+L1","political_debate","formal",3,"multilogue","interactive","semi_prepared","media","professional","natural","2008","F","FR","Adv"
"185","deb_3_L2.TextGrid","k",198.9642,199.0454,0.0811999999999955,"o~","l","182.93482201783786","130.17714123867592","268.4186462765617","62.56988121178938",358.600564369352,"260.4920023481886",634.922902852193,111.892286768958,1473.50252777656,962.995502321069,1757.49888972707,296.833171873739,"4.754960007930476",-3.94803760549832,10.1065149975136,"4.982168668459448","kle","do~","_","donc","consommation","les","CON:coo","NOM:com","DET:def","L2","L3+L2","L2+L1","political_debate","formal",3,"multilogue","interactive","semi_prepared","media","professional","natural","2008","F","FR","Adv"
"186","deb_3_L2.TextGrid","k",225.2806,225.3498,0.069199999999995,"o~","t","207.05845922707536","183.0752731670071","217.51545294950682","12.044522411508556",497.989626958095,"306.8773856802418",1098.44412817153,222.185583697291,1753.46317996741,1236.84735279857,2806.08971432685,419.044268662259,"3.257657266064067",-200.007655122689,31.4226127458403,"3.6272540163564866","do~k","Se","tsep","donc","supermarchés","tsep/","CON:coo","NOM:com","0","L2","gap","gap","political_debate","formal",3,"multilogue","interactive","semi_prepared","media","professional","natural","2008","F","FR","Adv"
"187","deb_3_L2.TextGrid","a",244.6319,244.6619,0.0300000000000011,"i","l","--undefined--","--undefined--","--undefined--","--undefined--",643.328721164643,"508.92150672150206",693.27948252709,66.715166439191,1763.61651244713,1616.99025767264,1968.98047286226,117.158428251123,"-1.7643448807086828",-200.005375971232,0.653588940959973,"3.355618108997979","a","si","lOR","alors","si","on","ADV","CON:sub","PRO:per:sjt","L2","gap","L1+L2","political_debate","formal",3,"multilogue","interactive","semi_prepared","media","professional","natural","2008","F","FR","Adv"
"188","deb_3_L2.TextGrid","a",283.9604,284.0004,0.0400000000000205,"p","R","150.44115839463865","132.00738236482732","163.52326738927118","8.76693715867951",763.394129638287,"499.8376261881939",1376.51027657423,266.829984213465,1467.57487672137,1267.70091622579,2564.85217773548,459.862973406094,"1.8611429307676395",-3.48588686278509,4.23425835191255,"3.189495545339478","paRs","_","k@s","parce","_","que","CON:sub","_","0","L2","gap","L3+L2","political_debate","formal",3,"multilogue","interactive","semi_prepared","media","professional","natural","2008","F","FR","SC"
"189","deb_3_L2.TextGrid","k",284.1027,284.1757,0.0729999999999791,"s","@","180.8803026222149","171.2136181433373","186.7001886079132","6.178096840157542",641.760032892681,"372.1228698255137",758.036422107021,138.40778322642,1430.79298529799,1014.55111630595,2190.73215215705,338.128990316752,"14.364390194068761",6.74952720391876,20.6732110223035,"5.143965722556457","k@s","paRs","_","que","parce","s/","CON:sub","_","0","L3+L2","L2","L3","political_debate","formal",3,"multilogue","interactive","semi_prepared","media","professional","natural","2008","F","FR","SC"
"190","deb_3_L2.TextGrid","a",288.9505,289.0005,0.0500000000000114,"p","s","140.44856284970834","135.6050665600783","150.05243653635765","5.140370465074694",576.770838050317,"491.10791372399194",597.301978438356,34.6560241283355,1605.58340851809,1515.68220528852,1659.62860643086,53.8353582334997,"4.422847559167897",0.0935425381112836,9.65915003539107,"3.490604422715852","pas","Sif","k@","parce","chiffre","que","CON:sub","NOM:com","PRO:per:sjt","L2","L2+L3","gap","political_debate","formal",3,"multilogue","interactive","semi_prepared","media","professional","natural","2008","F","FR","SC"
"191","deb_3_L2.TextGrid","k",289.0808,289.1505,0.0697000000000116,"s","@","--undefined--","--undefined--","--undefined--","--undefined--",874.619091303817,"436.7581472037367",1734.83556885617,469.401624734619,1740.71373727097,1553.07590604733,2280.31221150797,212.170306963068,"1.4241565454759155",-200,1.75810027936455,"0.4045361656047373","k@","pas","Za~","que","parce","j'","CON:sub","NOM:com","PRO:per:sjt","L2","L2+L3","gap","political_debate","formal",3,"multilogue","interactive","semi_prepared","media","professional","natural","2008","F","FR","SC"
"192","deb_3_L2.TextGrid","a",303.9811,304.0148,0.0336999999999534,"p","R","--undefined--","--undefined--","--undefined--","--undefined--",724.770721081255,"531.8220297371117",793.714878744207,107.589092108368,1504.83452171556,1391.65959177654,1588.80464594523,72.8479049205437,"2.063164504978151",1.35385997561685,2.76616241718801,"0.6895034067033159","paRs","_","k@","parce","_","que","CON:sub","_","PRO:per:ton","L2","L2+L3","gap","political_debate","formal",3,"multilogue","interactive","semi_prepared","media","professional","natural","2008","F","FR","SC"
"193","deb_3_L2.TextGrid","k",304.1048,304.1968,0.0919999999999845,"s","@","182.8178097437006","182.75596937303823","182.90156687949406","0.05974820853774493",1014.36277507806,"160.52547089839481",1779.33303754983,487.035977332101,1755.27592663962,1448.31606703247,2794.95698421763,388.700693154875,"1.4609798458840737",-200,27.9020440921556,"1.6971617617545853","k@","paRs","mwa","que","parce","moi","CON:sub","_","PRO:per:ton","L2","L2+L3","gap","political_debate","formal",3,"multilogue","interactive","semi_prepared","media","professional","natural","2008","F","FR","SC"
"194","deb_3_L2.TextGrid","k",305.7403,305.8468,0.106499999999983,"o~","i","132.3587635204623","129.48386731908548","135.15764942754927","1.8130370178762145",531.561370948837,"76.1741000630874",1218.4834786682,334.618511654524,1889.1072471339,1231.41173078817,2989.41071014113,500.208776606011,"1.427665212007185",-7.79496150453506,4.89333804774448,"3.62863254512814","do~k","sjo~","i","donc","abstention","il","CON:coo","NOM:com","PRO:per:sjt","L2","L2+L3","gap","political_debate","formal",3,"multilogue","interactive","semi_prepared","media","professional","natural","2008","F","FR","Adv"
"195","deb_3_L3.TextGrid","k",292.0707,292.1048,0.0341000000000235,"o~","k","159.46412065158788","158.60550803664782","160.13509567387567","0.48757015285949784",747.893923692275,"430.0946677853258",960.356034204352,188.498750449062,1848.95666626681,1767.9448829209,1899.94693205966,56.535651795022,"0.10135536699939622",-6.02767134883752,4.1297788931604,"5.365495283330164","do~k","_","ka~","donc","_","quand","CON:coo","_","CON:sub","L3","gap","L2+L3","political_debate","formal",3,"multilogue","interactive","semi_prepared","media","professional","natural","2008","M","FR","Adv"
"196","deb_3_L3.TextGrid","k",292.1048,292.1511,0.0462999999999738,"k","a~","202.701137463604","200.00413455529048","203.8635315216032","1.291615947608479",734.844554982914,"553.3413401535112",954.636973468616,136.618992955788,1465.90891259972,928.35016119515,1918.920204772,413.822996228376,"-1.7812710126752433",-200,23.4705690322057,"1.733327455830446","ka~","do~k","mEm","quand","donc","même","CON:sub","CON:coo","ADV","L3","gap","L2+L3","political_debate","formal",3,"multilogue","interactive","semi_prepared","media","professional","natural","2008","M","FR","SC"
"197","deb_4_L1.TextGrid","k",35.869,35.899,0.0300000000000011,"o~","Z","123.16740663520285","115.06112194492903","132.17037780169716","5.506902492340058",359.169028381825,"201.99932869779806",405.868970827157,81.4309146728459,1740.99965539316,1385.29826987695,2238.62323206769,324.433741845845,"9.733305438111469",4.24617872088474,13.5532511127517,"4.5699171384172095","do~k","did","Ze","donc","érudites","j'","CON:coo","ADJ","PRO:per:sjt","L1","L1+L2","L2+L1","political_debate","formal",3,"multilogue","interactive","semi_prepared","media","professional","natural","2009","M","FR","Adv"
"198","deb_4_L1.TextGrid","a",78.3381,78.3891,0.0510000000000019,"u","l","146.145996379881","144.62692521888954","148.434670725766","1.210664623425125",554.928811489467,"501.0819789512765",628.668097740574,40.5683615362714,1739.97933421751,1525.82936479377,1853.67190450905,56.1889694707212,"8.584827107695018",7.40808391121672,9.78735110936676,"1.0199992745430015","a","u","lOR","alors","ou","c'","ADV","CON:coo","PRO:dem","L1","gap","L2+L1","political_debate","formal",3,"multilogue","interactive","semi_prepared","media","professional","natural","2009","M","FR","Adv"
"199","deb_4_L1.TextGrid","k",162.0305,162.0705,0.0400000000000205,"R","a~","--undefined--","--undefined--","--undefined--","--undefined--",685.528195528884,"284.63487299194844",1292.86212327453,308.927626228816,1712.98474539099,1214.4823896454,2377.89348569878,352.923598298208,"2.0853513956125047",-5.00247304006606,5.56515529061323,"4.4444255150759115","ka~","nER","mEm","quand","Steiner","même","CON:sub","NOM:pro","ADV","L1","L1+L2","L3+L1","political_debate","formal",3,"multilogue","interactive","semi_prepared","media","professional","natural","2009","M","FR","SC"
"200","deb_4_L2.TextGrid","k",31.0815,31.1333,0.0518000000000001,"e","a~","111.7086806450149","111.5789147333242","111.85607952817708","0.11822344678968297",451.00446850367,"384.73048967046424",504.214409000766,32.1708514053004,1709.92555614755,1674.37580466523,1767.73773932173,25.385693713356,"0.44136993111540934",-225.347853252264,2.33272093582056,"2.6747742420619995","ka~","se","mEm","quand","est","même","CON:sub","VER:pres","ADV","L2","L2+L3","L1+L2","political_debate","formal",3,"multilogue","interactive","semi_prepared","media","professional","natural","2009","M","FR","SC"
"201","deb_4_L2.TextGrid","a",69.2348,69.3048,0.0699999999999932,"p","s","154.47723758424908","140.0169608263761","162.94628060941167","6.726409361685884",510.915341370422,"391.09052685140364",576.354989440861,59.8384834311485,1409.43028667063,1352.765370087,1518.88563141263,42.3944566748051,"5.871049748583071",-1.00801458700841,30.4407829023337,"3.94823591722718","pas","dHit","k@","parce","produite","que","CON:sub","VER:ppas","_","L2","L1","L1+L2","political_debate","formal",3,"multilogue","interactive","semi_prepared","media","professional","natural","2009","M","FR","SC"
"202","deb_4_L2.TextGrid","k",69.3648,69.4148,0.0499999999999972,"s","@","131.3346812070349","124.78992276212915","134.2202633843979","3.04412406960107",379.547526606458,"332.15989486434296",419.161331162342,32.4592624543457,1648.5233259003,1491.48419590139,1789.22679297368,89.7541210877945,"5.0760768068329005",-4.71584547922964,11.3834510764179,"6.603032188763131","k@","pas","_","que","parce","_","CON:sub","VER:ppas","_","L1+L2","L2","L2","political_debate","formal",3,"multilogue","interactive","semi_prepared","media","professional","natural","2009","M","FR","SC"
"203","deb_4_L2.TextGrid","a",77.1612,77.1966,0.0354000000000099,"u","l","113.40869013923822","105.8948985217178","117.39275292309115","3.8002213233537563",482.017918160152,"421.9808249425715",498.201216447794,23.7751119011058,1370.18925646686,1161.4033573243,1517.1278164191,134.651333303584,"6.577134101094705",3.71474379041372,9.56440722656005,"2.8413037100913425","a","u","lOR","alors","ou","vous","ADV","CON:coo","PRO:per:sjt","L2","L2+L1","gap","political_debate","formal",3,"multilogue","interactive","semi_prepared","media","professional","natural","2009","M","FR","Adv"
